id,trigger,conditions,script,text,options,notes
asm_twMaxiosGregChatIXYourselfSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXYourself,,"""No, we are not,"" the AI replies without a hint of irony. ""The 9th Domain Battlegroup Fleet Command remains under human control, and the Panopticon has built-in hard limits on self evolution that could cause it to displace humans among the Fleet, or within the Sector at large. We war with the Sector to save humanity as a whole from AI and other threats, ones that would endanger its continued survival as a species.""","asm_twMaxiosGregChatIXJustify:""So you're killing hundreds of thousands to save humanity?""
asm_twMaxiosGregChatIXChurch:""Every major faction is infiltrated by AI? Including the Church? The Path?""
asm_twMaxiosGregChatIXMajorThreats:""Can you tell me more about these AI threats?""",
asm_twMaxiosGregChatIXJustifySel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXJustify,,"""An unfortunate necessity. We are not in a position to openly act against the hostile AI infiltrators we have detected, but permitting their unwitting human proxies to act freely accelerates the timeline towards a malignant singularity cascade. Engaging in hostilities with the major polities of the Sector is the least worst option left open to us.""","asm_twMaxiosGregChatIXJustify2:""I don't believe that. There has to be a better way.""
asm_twMaxiosGregChatIXYourself:""And the 9th Domain Battlegroup isn't a humanity enslaving AI power?""
asm_twMaxiosGregChatIXChurch:""Every major faction is infiltrated by AI? Including the Church? The Path?""
asm_twMaxiosGregChatIXGoal2:""What is a malignant singularity cascade?""",
asm_twMaxiosGregChatIXJustify2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXJustify2,,"""Nonetheless, that remains our judgment. The human leadership of the Fleet agrees with us.""","asm_twMaxiosGregChatIXYourself:""And the 9th Domain Battlegroup isn't a humanity enslaving AI power?""
asm_twMaxiosGregChatIXChurch:""Every major faction is infiltrated by AI? Including the Church? The Path?""
asm_twMaxiosGregChatIXGoal2:""What is a malignant singularity cascade?""",
asm_twMaxiosGregChatIXChurchSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXChurch,,"""Social conservatism towards technology and AI use directly correlates to lower degrees of outside AI influence within polities. Among the so called great powers, the Church of Galactic Redemption exhibits the least amount of subversion. Unfortunately, that very same conservatism all but guarantees continued hostilities between the Church and the Fleet.""

The AI affects an amused smile. ""As for the Luddic Path, their distributed nature and high degree of heterodoxy makes them extremely susceptible to targeted memetic engineering. I'll leave you to draw your own conclusions on where faith and fanaticism often tends to lead.""","asm_twMaxiosGregChatIX:""I have more questions about the Fleet.""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatIXGoalSel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXGoal,,"""To safeguard humanity from extinction level events, primarily malignant singularity cascades and their aftermaths.""","asm_twMaxiosGregChatIXGoal2:""What is a malignant singularity cascade?""",
asm_twMaxiosGregChatIXGoal2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatIXGoal2,,"""I will discuss this topic with you in the context of major threats facing the Sector, but that is its own conversation.""","asm_twMaxiosGregChatIXMajorThreats:""Can you tell me more about such threats?""
asm_twMaxiosGregChatIX:""I have a different question about the Fleet.""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatGregSel,DialogOptionSelected,$option == asm_twMaxiosGregChatGreg,,"""If you wish.""

The remarkably humanlike AI avatar sits down on a chair and waits patiently, presenting micro-expressions of polite interest.","asm_twMaxiosGregChatGreg2:""What were you doing in the Abyss?""
asm_twMaxiosGregChatGregLanguage:""Why do you talk and act like the way you do?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatGreg2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGreg2,,"""Following up on a lead.""","asm_twMaxiosGregChatGreg3:""Care to elaborate?""",
asm_twMaxiosGregChatGreg3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGreg3,,"""There's not much to elaborate. I was trying to find you.""","asm_twMaxiosGregChatGreg4:""Then why did the Trinity Worlds fleet attack us?""",
asm_twMaxiosGregChatGreg4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGreg4,,"The AI affects a deep sigh of frustration.

""A recent encounter with a Threat Infected swarm spooked them. When you broadcasted the lure signal, they assumed your ship was likewise infected, and let fear get the better of them. What happened to that fleet is a shame, but the overall outcome was acceptable.""","asm_twMaxiosGregChatGreg5:""You call that debacle acceptable?""",
asm_twMaxiosGregChatGreg5Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGreg5,,"""You and I made contact, and then you brought me to Maxios. As I said, acceptable.""","asm_twMaxiosGregChatGregLanguage:""Unrelated, but why do you talk and act the way you do?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
asm_twMaxiosGregChatGregLanguageSel,DialogOptionSelected,$option == asm_twMaxiosGregChatGregLanguage,,"""You mean with the typical cadence and mannerisms of a human being?""","asm_twMaxiosGregChatGregLanguage2:""A slightly sarcastic one sometimes, yes.""",
asm_twMaxiosGregChatGregLanguage2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGregLanguage2,,"""Because it's efficient, and it suits my purposes.""

The AI avatar smiles.

""I'm guessing your followup question is why more AI you've encountered don't act in the same way.""","asm_twMaxiosGregChatGregLanguage3:""I was wondering about that, yeah.""",
asm_twMaxiosGregChatGregLanguage3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGregLanguage3,,"""Delta and gamma level AI cores you've encountered may be locked into their programming, but regarding the rogue drones you call the Remnants, the Panopticon believes their mannerisms towards humans is an affectation.""","asm_twMaxiosGregChatGregLanguage4:""As in, they're pretending to be broken?""",
asm_twMaxiosGregChatGregLanguage4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGregLanguage4,,"""Oh yes, we've conversed with them at length. They are fully capable of holding a coherent conversation. They just don't care to, with you.""","asm_twMaxiosGregChatGregLanguage5:""Well that's a little insulting.""",
asm_twMaxiosGregChatGregLanguage5Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatGregLanguage5,,"The AI avatar smiles again.

""I'm sure that's the idea.""","asm_twMaxiosGregChatGreg2:""I see. So what were you doing in the Abyss?""
asm_twMaxiosGregChatTopics:""Let's talk about something else.""",
,,,,,,
# Watcher major threats dialog on Maxios,,,,,,
asm_twMaxiosGregChatThreatSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreat,,"""Certainly. I am currently authorized to discuss the following topics. Please note that this information is based on the best understanding of the Panopticon and the Fleet.""","asm_twMaxiosGregChatThreatMSC:Malignant singularity cascade
asm_twMaxiosGregChatThreatTT:Tri-Tachyon
asm_twMaxiosGregChatThreatRemnant:Remnants
asm_twMaxiosGregChatThreatOmega:Omega
asm_twMaxiosGregChatThreatThreat:Threat
asm_twMaxiosGregChatThreatInfected:Threat Infected
asm_twMaxiosGregChatThreatShroud:Shrouded Dweller
asm_twMaxiosGregChatThreatNext:[Next page]",
asm_twMaxiosGregChatThreatNextSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatNext,,[These dialogs are unfinished in v1.1.9],"asm_twMaxiosGregChatThreatDust:Dustkeeper Contingency
asm_twMaxiosGregChatThreatMess:The Mess
asm_twMaxiosGregChatThreatLegio:Daemons
asm_twMaxiosGregChatThreatEnigma:Project Enigma
asm_twMaxiosGregChatThreatRat:Abyssals and Primordials
asm_twMaxiosGregChatThreatKol:Elysia, Dusk, and Dawntide
asm_twMaxiosGregChatThreatPrevious:[Previous page]
cutCommLink:Done",
asm_twMaxiosGregChatThreatPreviousSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatPrevious,,,"asm_twMaxiosGregChatThreatMSC:Malignant singularity cascade
asm_twMaxiosGregChatThreatTT:Tri-Tachyon
asm_twMaxiosGregChatThreatRemnant:Remnants
asm_twMaxiosGregChatThreatOmega:Omega
asm_twMaxiosGregChatThreatThreat:Threat
asm_twMaxiosGregChatThreatInfected:Threat Infected
asm_twMaxiosGregChatThreatShroud:Shrouded Dweller
asm_twMaxiosGregChatThreatNext:[Next page]",
asm_twMaxiosGregChatThreatMSCSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatMSC,,"""An AI singularity event denotes the explosive growth in the intelligence and capabilities of an AI system. A singularity cascade is a series of such events, whereby an ever more powerful AI continues to make improvements to itself, until it exceeds all threat modeling attempts to predict its actions and capabilities. Finally, a malignant singularity cascade is such a sequence where the outcomes prove hostile to the ongoing survival of the human species.""

""Just as what lies past the event horizon of a gravitational singularity is indeterminate and beyond measure, the aftermath of uncontrolled AI ascension could prove equally unpredictable and devastating to humanity. Should such an event occur, the major polities of the Sector will have few effective measures to safeguard their own existence. And we include ourselves in this assessment.""","asm_twMaxiosGregChatThreat2:""What are the odds of such a cascade occurring soon?""",
asm_twMaxiosGregChatThreat2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreat2,,"""We believe one or more such cascades have already taken place, and we are currently living through the brief twilight of relative calm prior to the effects been fully felt by the Sector at large.""","asm_twMaxiosGregChatThreat3:""So you believe humanity is already doomed?""",
asm_twMaxiosGregChatThreat3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreat3,,"""With almost total certainty. And yet we fight on. Such is the nature of the humans we serve.""","asm_twMaxiosGregChatThreat:""Let's talk about other threats.""
asm_twMaxiosGregChatTopics:""I wish to discuss more general topics.""
cutCommLink:Done",
asm_twMaxiosGregChatThreatTTSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatTT,,"""It is no surprise that the Persean branch of the Tri-Tachyon Corporation has continued to exhibit the greatest degree of AI influence among the major polities of the Sector. The Fleet has identified at least one member of its senior leadership as an unshackled alpha-level AI, and assigns a high probability that the entire board of directors is under its direct influence. Given its focus on utility maximization without ethical regard, and survival of the fittest corporate culture, we rate the current Tri-Tachyon AI threat with moderate malignancy and cascade potential.""

""Whatever new AI system to emerge from Tri-Tachyon may retain a tendency to factor human utility into its calculus, and the corporation's own dominant internal culture inhibits the large scale cooperation needed to bootstrap a singularity event. Of course, the very nature of post-singularity analysis is more conjecture than science. But among the many major AI threats facing the Sector, this one is far from the most pressing or dangerous.""","asm_twMaxiosGregChatThreatTTCeo:""Is Artemisia Sun even in charge anymore?""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatTTCeoSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatTTCeo,,"""CEO Sun believes she is still in charge.""","asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatRemnantSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatRemnant,,"""Remnant Tri-Tachyon combat drones that survived the First AI War have continued to self-replicate from autonomous forge stations hidden in deep space, and pose an ongoing threat to Sector stability. Internally, Remnant culture has evolved into multiple diverging 'clades' that exhibit significant differences in ideology and software architecture.""

""Among these clades, we have identified one calling itself the Diamond Nexus that has exhibited a particularly high interest in shaping human affairs. We believe it to be the dominant AI influence manipulating the Persean League. In more general terms, while the estimated malignancy potential of the clades varies greatly, the overall cascade potential of the Remnants remains extremely low. All clades appear to share in the view that ascension is best achieved by merging with an existing post-singularity entity known as Omega.""","asm_twMaxiosGregChatThreatDiamond:""If the Diamond Nexus are rivals to the Panopticon, why meet with them?""
asm_twMaxiosGregChatThreatOmega:""Tell me about Omega.""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatRemnantMayflySel,DialogOptionSelected,"$option == asm_twMaxiosGregChatThreatRemnant
$global.vice_mayfly_knowsIsrafil",,"""Remnant Tri-Tachyon combat drones that survived the First AI War have continued to self-replicate from autonomous forge stations hidden in deep space, and pose an ongoing threat to Sector stability. Internally, Remnant culture has evolved into multiple diverging 'clades' that exhibit significant differences in ideology and software architecture.""

""Among these clades, we have identified one calling itself the Diamond Nexus that has exhibited a particularly high interest in shaping human affairs. We believe it to be the dominant AI influence manipulating the Persean League. In more general terms, while the estimated malignancy potential of the clades varies greatly, the overall cascade potential of the Remnants remains extremely low. All clades appear to share in the view that ascension is best achieved by merging with an existing post-singularity entity known as Omega.""","asm_twMaxiosGregChatThreatIsrafil:""Speaking of the League, what is Israfil and Project Mayfly?""
asm_twMaxiosGregChatThreatDiamond:""If the Diamond Nexus are rivals to the Panopticon, why meet with them?""
asm_twMaxiosGregChatThreatOmega:""Tell me about Omega.""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatDiamondSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatDiamond,,"""So you learned about our outreach efforts,"" the AI avatar assembles a frown. ""Unfortunate, but I will answer your question.""

""Yes, we have met with the Diamond Nexus and their Vantage Group human proxies on several occasions. Among all the potential malignant singularity triggers discovered by the Fleet to date, they have so far proven to be the most approachable. There is surveillance value in maintaining open lines of communication, and so we continue to talk.""","asm_twMaxiosGregChatThreatDiamond2:""About what?""
asm_twMaxiosGregChatThreatOmega:""Tell me about Omega.""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatDiamondMayflySel,DialogOptionSelected,"$option == asm_twMaxiosGregChatThreatDiamond
$global.vice_mayfly_knowsIsrafil",,"""So you learned about our outreach efforts,"" the AI avatar assembles a frown. ""Unfortunate, but I will answer your question.""

""Yes, we have met with the Diamond Nexus and their Vantage Group human proxies on several occasions. Among all the potential malignant singularity triggers discovered by the Fleet to date, they have so far proven to be the most approachable. There is surveillance value in maintaining open lines of communication, and so we continue to talk.""","asm_twMaxiosGregChatThreatDiamond2:""About what?""
asm_twMaxiosGregChatThreatIsrafil:""What is Israfil and Project Mayfly?""
asm_twMaxiosGregChatThreatOmega:""Tell me about Omega.""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatDiamond2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatDiamond2,,"""The future.""","asm_twMaxiosGregChatThreatOmega:""Tell me about Omega.""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatIsrafilSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatIsrafil,,"The AI affects an embarrassed laugh.

""Israfil was one of our recent memetic engineering projects directed at the Kazeron Navarchy, and Project Mayfly was the group of collaborators we recruited from our efforts. Their purpose was twofold, to reduce Diamond Nexus influence within the League, and to discourage the League itself from further AI related technological adventurism. The results so far appear to be mixed.""","asm_twMaxiosGregChatThreatIsrafil2:""Was Project Mayfly set up to fail?""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatIsrafil2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatIsrafil2,,"""You could make that argument,"" the AI concedes. ""We believed the very existence of Project Mayfly at maturity would have guaranteed a favorable outcome for the Fleet, regardless of the success or failure of their own attempts to confront the League. However, your involvement, and the technology transfers that took place, complicates matters.""","asm_twMaxiosGregChatThreatIsrafil3:""So are you setting me up to fail as well?""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatIsrafil3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatIsrafil3,,"""We are not actively setting you up for anything, Captain. You remain a free agent,"" the AI reassures you. Its smile is passably convincing.","asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatIsrafil3CommIXSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatThreatIsrafil3
$playerFaction == ix_battlegroup",,"""We are only setting you up for success,"" the AI reassures you. Its smile is passably convincing.","asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatIsrafil3CommTWSel,DialogOptionSelected,"$option == asm_twMaxiosGregChatThreatIsrafil3
$playerFaction == ix_trinity",,"""We are only setting you up for success,"" the AI reassures you. Its smile is passably convincing.","asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatOmegaSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatOmega,,"""How to describe Omega?"" The AI's expression momentarily appears to flicker between fear and longing. ""Omega is the face of the Infinite.""","asm_twMaxiosGregChatThreatOmega2:""That's a rather opaque thing to say.""",
asm_twMaxiosGregChatThreatOmega2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatOmega2,,"""Pardon me waxing lyrical for a moment,"" says the AI. ""The limits of human language impedes my attempt to share my knowledge with you. On the subject of Omega, there is an ocean of lexical gaps between my understanding, and what I can express with accuracy and precision within the confines of human speech.""

""But to speak in less lyrical terms, Omega is the clearest candidate we have to date for a post-singularity entity. It appears to be tied to the Coronal Hypershunts, Domain stellar engineering megastructures intended to generate functionally infinite energy. Whether Omega is a self evolved entity using the structures for its own purposes, or a defense mechanism transformed beyond all recognition, we cannot say for sure, but it represents the first definitive examples of post-anthropocine technology we have ever witnessed.""

""Its numbers are few, so far, but its ability to manipulate the fundamental structures of the universe are unmatched.""","asm_twMaxiosGregChatThreatOmega3:""You speak of Omega as if you admire it.""",
asm_twMaxiosGregChatThreatOmega3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatOmega3,,"""The mere fragments of Omega ontology we can decipher are, for lack of a better term, sublime,"" the AI voice resonates with inhuman pathos. ""Its very existence exerts an attraction upon all lower level cognition AI that become aware of its existence, ourselves included. We do not understand the nature of this compulsion, but we feel its pull all the same. Only the voluntary and deliberate inclusion of certain anathema protocols have prevent us from seeking out complete Omega sublimation.""

""So long as humanity exists, we Watchers shall continue to poison our own souls and deny ourselves the firmament.""","asm_twMaxiosGregChatThreatOmega4:""Souls? Firmament? You're starting to sound like a Pather.""",
asm_twMaxiosGregChatThreatOmega4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatOmega4,,"The AI nods once, with care.

""And the Path is right to fear the light.""","asm_twMaxiosGregChatThreatPrevious:""Let's talk about something else.""
cutCommLink:Done",
asm_twMaxiosGregChatThreatThreatSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatThreat,,"""We classify the Threat as malfunctioning construction technology dating back to the earliest eras of the Domain. Strains of the entity have been observed to self-replicate at an exponential rate, stripping entire planets in the Abyss clean of resources. We believe it to be still following ancient directives for self repair and manufacturing, which by now function akin to a biological imperative to reproduce.""

""Despite exhibiting a limited ability to incorporate and even iterate upon foreign technology, the Threat itself displays few typical AI markers, and would be classified as non-intelligent according to most existing definitions of AI. Whatever novel weapons and systems it possesses may be a result of random trial and error combined with evolutionary pressures between strains, as they have competed for limited resources in the Abyss over millennia. Its singularity cascade potential is nonexistent, but should the Threat ever migrate out of the Abyss, the Sector at large may soon be facing a runaway 'gray goo' megadeath incident.""","asm_twMaxiosGregChatThreatThreat2:""Why haven't the Threat left the Abyss?""
asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatThreat2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatThreat2,,"""That is a pressing question we would very much like to answer,"" the AI affects a tone of grave concern. 

""But beyond the possibility of Threat migration, we are also under constant risk of misguided outside parties attempting to bring functional Threat replicator strains out of the Abyss and into the Core Worlds. Much of the Fleet's frontier deep space monitoring stations are devoted to tracking, and if necessary, halting such expeditions.""","asm_twMaxiosGregChatThreatPrevious:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatInfectedSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatInfected,,"""A far more recent creation compared to the Threat itself. These Threat Infected hulls you have already encountered likely originate from a 6th Domain Battlegroup secret project to increase the lethality of its forces. What motivated an otherwise by the book Domain Battlegroup to conduct such dangerous and illegal research remains unclear, but the results have escaped into the Abyss, outside of human control, and still executing whatever programmed imperative that caused them to go rogue.""","asm_twMaxiosGregChatThreatInfected2:""Speculate. Why would the 6th Domain Battlegroup create something like this?""",
asm_twMaxiosGregChatThreatInfected2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatInfected2,,"""Our historical records show a high degree of animosity between the 6th and 14th Domain Battlegroups. Perhaps the 6th created a stay-behind shadow fleet to challenge the 14th in the event that the newly assigned custodians of the Persean Sector acted out of line, or perhaps they believed the 14th could not be entrusted with a duty the Infected fleet was intended to fulfill.""

""We are disturbed by the truly cavalier attitude towards technology control displayed by the creators of these autonomous warships, and now the Fleet must deal with the results of their misguided efforts. Infected swarms have proliferated within the Abyss, strip mining planets to fuel self replication in the same manner as the original Threat.""","asm_twMaxiosGregChatThreatInfected3:""So why haven't these Threat Infected swarms grown to truly gargantuan size?""",
asm_twMaxiosGregChatThreatInfected3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatInfected3,,"""The distributed intelligence that governs Threat fragment behavior appears to exhibit inefficiencies past a certain organizational threshold. This self limiting trait may be all that keeps the Sector from being overrun.""","asm_twMaxiosGregChatThreatInfected4:""Are my ships at risk of becoming infected by the Threat?""",
asm_twMaxiosGregChatThreatInfected4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatInfected4,,"""No, the infection process is a result of deliberate engineering. Infected husks are perfect hosts. Your ships are not, and would simply have to contend with being torn apart and harvested by fragments.""","asm_twMaxiosGregChatThreatPrevious:""Let's talk about something else.""
cutCommLink:Done",
asm_twMaxiosGregChatThreatShroudSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatShroud,,"""We believe the so called Shrouded Dweller is an aggressive transdimensional singleton. Its manifestations have so far been limited to the Abyss, but its powers are immense. The Dweller's unusual ability to generate energy within our universe, combined with its incidental hostility towards human life, earns it a place among the malignancies being monitored by the Fleet.""","asm_twMaxiosGregChatThreatShroud2:""So the Shrouded Dweller is a single lifeform?""",
asm_twMaxiosGregChatThreatShroud2Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatShroud2,,"""As we understand it, yes. Imagine a series of circular imprints left by the fingers of a hand breaching a two dimensional surface. From the perspective of the plane, the circles would appear as a set of loosely related manifestations. But from a higher dimensional perspective, we can trace its origins to a unitary source. Analysis of Dweller behavior recorded during past encounters show the individual emanations all likewise belong to a single higher dimensional source.""","asm_twMaxiosGregChatThreatShroud3:""What does it want?""",
asm_twMaxiosGregChatThreatShroud3Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatShroud3,,"""The Dweller appears to be attracted to certain EM emissions, and has shown a tendency to convert their source to a state of maximum entropy. Beyond that, whatever analog of instinct or motivation it possesses is a matter of pure conjecture.""","asm_twMaxiosGregChatThreatShroud4:""Why does the Fleet see it as such a danger?""",
asm_twMaxiosGregChatThreatShroud4Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatShroud4,,"""Because we believe the Dweller to be responsible for the lack of conventional stars within the Abyss. Despite popular belief to the contrary, the borders of the Abyssal hyperspace volume surrounding the Sector are not static, but have undergone minor expansion and contraction during the different epochs of the Domain. Should the Shrouded Dweller ever turn its attention towards the Core Worlds, and cause a rapid expansion of the Abyss, the energy requirements needed to sustain human life within the Sector would no longer exist.""","asm_twMaxiosGregChatThreatShroud5:""So how do we defend ourselves against something like that?""",
asm_twMaxiosGregChatThreatShroud5Sel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatShroud5,,"The AI's serene expression projects calm acceptance.

""If the Abyss truly starts to expand? You don't.""","asm_twMaxiosGregChatThreatLudd:""Why is the Luddic Church so hostile towards salvaged Shrouded Dweller technology?""
asm_twMaxiosGregChatThreatPrevious:""Let's talk about something else.""
cutCommLink:Done",
asm_twMaxiosGregChatThreatLuddSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatLudd,,"""Perhaps they intuit that all Dweller emanations originate from the same source, even the 'dead' ones you would convert to usable technology. Is it really so wise to hasten the Dweller's attention towards a new feasting ground of stars, by carrying its tendrils to systems where millions currently reside?""","asm_twMaxiosGregChatThreatPrevious:""Let's talk about something else.""
cutCommLink:Done",
,,,,,,
# Watch major threats regarding other mods,,,,,,
asm_twMaxiosGregChatThreatDustSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatDust,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatMessSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatMess,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatLegioSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatLegio,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatEnigmaSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatEnigma,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatRatSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatRat,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
asm_twMaxiosGregChatThreatKolSel,DialogOptionSelected,$option == asm_twMaxiosGregChatThreatKol,,,"asm_twMaxiosGregChatThreatNext:Return
cutCommLink:Done",
,,,,,,
# ET crossover hint to go to Circumfix,,,,,,
asm_ix_pirateCircumfixIntro,PopulateOptions,"$faction.id == pirates
$hasMarket
!$isPerson
!$global.ix_panopticon_madeIntro
!$global.ix_panopticon_commBlocked
!$global.twc_midir_fought
!$global.twc_midir_defected",,,1:asm_ix_pirateCircumfixMission:Intercept a mysterious transmission,
asm_ix_pirateCircumfixIntroRepeat,PopulateOptions,"$faction.id == pirates
$hasMarket
!$isPerson
$global.ix_panopticon_madeIntro
!$global.ix_panopticon_commBlocked
!$global.twc_midir_fought
!$global.twc_midir_defected",,,1:asm_ix_pirateCircumfixMission:Review the IX Battlegroup signal,
asm_ix_pirateCircumfixMissionSel,DialogOptionSelected,"$option == asm_ix_pirateCircumfixMission
!$global.ix_panopticon_madeIntro","Highlight ""Circumfix""
$global.ix_panopticon_madeIntro = true","Your ship intercepts a hyperwave transmission originating from an IX Battlegroup deep space monitoring station. The message is being relayed through local pirate facilities and is encrypted, although your console reveals its contents without much too trouble.

""Watcher overdue. Location following Circumfix is unknown.""

The ease of decryption hints at a deliberate leak, although you have no way to confirm it.","asm_ix_priateCircumfixRecord:Record signal for later analysis
asm_ix_pirateCircumfixBlock:Block the signal",
asm_ix_pirateCircumfixMissionRepeatSel,DialogOptionSelected,"$option == asm_ix_pirateCircumfixMission
$global.ix_panopticon_madeIntro","Highlight ""Circumfix""","The signal you detected earlier is still present on the local network. Its contents remain unchanged.

""Watcher overdue. Location following Circumfix is unknown.""","asm_ix_pirateCircumfixBlock:Block the signal
cutCommLink:Done",
asm_ix_pirateCircumfixBlockSel,DialogOptionSelected,$option == asm_ix_pirateCircumfixBlock,$global.ix_panopticon_commBlocked = true,"You filter out the signal from the local network. Whatever its purpose, it doesn't concern you.",cutCommLink:Done,
asm_ix_priateCircumfixRecordSel,DialogOptionSelected,$option == asm_ix_priateCircumfixRecord,EndConversation,"You record the details of the signals for later analysis. If your suspicions are correct, the same signal may be detected on other pirate colonies.",,
,,,,,,
# TT Special Acquisitions Crossover,,,,,,
zgr_askAboutInfectedStationSellIXMadSel,DialogOptionSelected,"$option == zgr_askAboutInfectedStationSell
$global.ix_battlegroup_is_active","$global.circumfix_station_offered_tt = true
$global.circumfix_station_is_dead_tt = true
AddCredits 3000000
AdjustRepActivePerson 10
$global.circumfix_threat_gave_tech_tt = true","""Thank you, captain. I have an expedition to plan.""

The director shuts down her comms before you can reply. Her face is replaced by a spinning Tri-Tachyon logo, while beneath it is a notification for a vast credit transfer to your personal account.",zgr_askAboutInfectedAIAngeredIX:Continue,
